head,relation,tail
列竖式计算小数加减法,prerequisites_for,小数加法
运用运算律进行简便运算,prerequisites_for,小数加法的交换律
运用运算律进行简便运算,prerequisites_for,小数加法的结合律
小数加法,relates_to,小数减法
轴对称图形,relates_to,对称轴
轴对称图形,relates_to,对应点到对称轴的距离相等
平移,prerequisites_for,利用平移计算图形面积
根据对称轴补全图形,prerequisites_for,轴对称图形
根据方向与格数进行平移绘图,prerequisites_for,平移
通过平移化归求面积,prerequisites_for,利用平移计算图形面积
平均数,prerequisites_for,计算平均数的方法
单式条形统计图,prerequisites_for,复式条形统计图
单式条形统计图,relates_to,复式条形统计图
四则运算,is_part_of,四年级下册
观察物体（二）,is_part_of,四年级下册
运算律,is_part_of,四年级下册
小数的意义和性质,is_part_of,四年级下册
三角形,is_part_of,四年级下册
小数的加法和减法,is_part_of,四年级下册
图形的运动（二）,is_part_of,四年级下册
平均数与条形统计图,is_part_of,四年级下册
加法,appears_in,四则运算
加数,appears_in,四则运算
和,appears_in,四则运算
减法,appears_in,四则运算
被减数,appears_in,四则运算
减数,appears_in,四则运算
差,appears_in,四则运算
乘法,appears_in,四则运算
因数,appears_in,四则运算
积,appears_in,四则运算
除法,appears_in,四则运算
商,appears_in,四则运算
余数,appears_in,四则运算
0的运算规律,appears_in,四则运算
四则运算顺序,appears_in,四则运算
根据四则运算关系进行逆向求解,appears_in,四则运算
理解并应用四则运算顺序,appears_in,四则运算
根据2468+575=3043，直接写出：3043−2468和3043−575的得数。,appears_in,四则运算
计算96÷(12+4)×2。,appears_in,四则运算
从前面看,appears_in,观察物体（二）
从左面看,appears_in,观察物体（二）
从上面看,appears_in,观察物体（二）
不同方向观察同一物体,appears_in,观察物体（二）
空间想象能力,appears_in,观察物体（二）
观察与比较,appears_in,观察物体（二）
从上面看这3个物体，图形相同吗？从左面和前面看呢？,appears_in,观察物体（二）
摆一摆，看一看：这3个物体，从哪面看到的图形相同？从哪面看到的图形不同？,appears_in,观察物体（二）
加法交换律,appears_in,运算律
加法结合律,appears_in,运算律
乘法交换律,appears_in,运算律
乘法结合律,appears_in,运算律
乘法分配律,appears_in,运算律
运用运算律进行简便计算,appears_in,运算律
用字母表示加法交换律：a + b = （  ） + （  ）,appears_in,运算律
根据乘法结合律计算：(25 × 5) × 2,appears_in,运算律
根据乘法分配律，计算：25 × (4 + 2),appears_in,运算律
小数的意义,appears_in,小数的意义和性质
小数的计数单位,appears_in,小数的意义和性质
小数的数位顺序,appears_in,小数的意义和性质
小数的性质,appears_in,小数的意义和性质
小数点移动规律,appears_in,小数的意义和性质
小数的近似数（四舍五入）,appears_in,小数的意义和性质
小数与单位换算,appears_in,小数的意义和性质
比较小数大小的方法,appears_in,小数的意义和性质
将分数转换成小数的方法,appears_in,小数的意义和性质
将不同单位化为同一单位的方法,appears_in,小数的意义和性质
三角形,appears_in,三角形
三角形的底和高,appears_in,三角形
三角形的稳定性,appears_in,三角形
两点之间的距离,appears_in,三角形
三角形两边之和大于第三边,appears_in,三角形
锐角三角形,appears_in,三角形
直角三角形,appears_in,三角形
钝角三角形,appears_in,三角形
等腰三角形,appears_in,三角形
等边三角形,appears_in,三角形
三角形的内角和,appears_in,三角形
识别和分类三角形,appears_in,三角形
作三角形的高,appears_in,三角形
画出下列三角形指定底边上的高。,appears_in,三角形
一个三角形的三个角分别为40°、60°和x°，求x的值。,appears_in,三角形
小数加法,appears_in,小数的加法和减法
小数减法,appears_in,小数的加法和减法
小数点对齐,appears_in,小数的加法和减法
小数加法的交换律,appears_in,小数的加法和减法
小数加法的结合律,appears_in,小数的加法和减法
列竖式计算小数加减法,appears_in,小数的加法和减法
运用运算律进行简便运算,appears_in,小数的加法和减法
轴对称图形,appears_in,图形的运动（二）
对称轴,appears_in,图形的运动（二）
对应点到对称轴的距离相等,appears_in,图形的运动（二）
平移,appears_in,图形的运动（二）
利用平移计算图形面积,appears_in,图形的运动（二）
根据对称轴补全图形,appears_in,图形的运动（二）
根据方向与格数进行平移绘图,appears_in,图形的运动（二）
通过平移化归求面积,appears_in,图形的运动（二）
画出下面图形的对称轴，并说明对应点到对称轴的距离有什么特点。,appears_in,图形的运动（二）
把图形左半部分剪下，再向右平移6格，得到的图形是什么？并求面积。,appears_in,图形的运动（二）
将箭头向右平移4格，并在得到的图形上涂色。,appears_in,图形的运动（二）
平均数,appears_in,平均数与条形统计图
单式条形统计图,appears_in,平均数与条形统计图
复式条形统计图,appears_in,平均数与条形统计图
计算平均数的方法,appears_in,平均数与条形统计图
统计图的解读与比较,appears_in,平均数与条形统计图
男生队与女生队踢毽比赛，男生队平均每人踢17个，女生队平均19个，哪个队成绩更好？,appears_in,平均数与条形统计图
四年级学生喜欢各项运动的人数如下表，请判断喜欢哪个项目的人最多？,appears_in,平均数与条形统计图
小数乘整数,prerequisites_for,小数乘小数
小数乘小数,relates_to,小数点位置确定规则
小数点位置确定规则,prerequisites_for,列竖式计算小数乘法
小数乘法中的数量关系,prerequisites_for,小数乘法估算
乘法运算律在小数中的适用,prerequisites_for,根据运算律进行简便计算
数对,prerequisites_for,在方格图上确定位置
数对,relates_to,平移与位置变化
在方格图上确定位置,prerequisites_for,平移与位置变化
除数是整数的小数除法,prerequisites_for,除数是小数的小数除法
除数是小数的小数除法,relates_to,小数点移动规则
循环小数,is_a,有限小数
循环小数,prerequisites_for,商的近似数
小数除法竖式计算方法,prerequisites_for,商的近似数
四舍五入取近似数,is_a,商的近似数
一定事件,is_a,可能性
不可能事件,is_a,可能性
可能事件,is_a,可能性
可能性,relates_to,可能性大小比较
可能性,prerequisites_for,通过实验估计可能性
用字母表示数,prerequisites_for,方程
等式的性质,prerequisites_for,解方程
运算律的字母表示,relates_to,用字母表示数
方程,relates_to,解方程
解方程,prerequisites_for,用方程解决实际问题
依据等式性质进行变形,is_a,等式的性质
面积转化方法,prerequisites_for,平行四边形的面积
面积转化方法,prerequisites_for,三角形的面积
面积转化方法,prerequisites_for,梯形的面积
平行四边形的面积,relates_to,三角形的面积
平行四边形的面积,relates_to,梯形的面积
数方格估计面积,prerequisites_for,利用方格估计面积
图形转化求面积,prerequisites_for,平行四边形的面积
利用底和高计算面积,prerequisites_for,平行四边形的面积
利用底和高计算面积,prerequisites_for,三角形的面积
利用底和高计算面积,prerequisites_for,梯形的面积
数方格估计面积,relates_to,面积转化方法
间隔数与棵树数的关系,is_a,植树问题
间隔数与棵树数的关系,prerequisites_for,闭合图形的均匀布点
画线段图或示意图检验数量关系,prerequisites_for,间隔数与棵树数的关系
小数的乘除法,prerequisites_for,方程及其解法
用字母表示式子,relates_to,方程及其解法
数对与确定位置,prerequisites_for,图形变换与位置缩放
面积计算公式,relates_to,转化思想
直角三角形与平方关系,relates_to,面积计算公式
小数乘法,is_part_of,五年级上册
位置,is_part_of,五年级上册
小数除法,is_part_of,五年级上册
可能性,is_part_of,五年级上册
简易方程,is_part_of,五年级上册
多边形的面积,is_part_of,五年级上册
数学广角——植树问题,is_part_of,五年级上册
总复习,is_part_of,五年级上册
小数乘整数,appears_in,小数乘法
小数乘小数,appears_in,小数乘法
小数点位置确定规则,appears_in,小数乘法
小数乘法中的数量关系,appears_in,小数乘法
乘法运算律在小数中的适用,appears_in,小数乘法
列竖式计算小数乘法,appears_in,小数乘法
小数乘法估算,appears_in,小数乘法
根据运算律进行简便计算,appears_in,小数乘法
9.5元一瓶的饮料，买3瓶需要多少钱？,appears_in,小数乘法
计算 2.4×0.8。,appears_in,小数乘法
一只鸵鸟的最高速度是非洲野狗的1.3倍，已知非洲野狗速度为56千米/时，鸵鸟的速度是多少？,appears_in,小数乘法
估算：妈妈带100元买2袋30.6元大米和0.8kg、26.5元/kg的肉，钱够买吗？,appears_in,小数乘法
数对,appears_in,位置
在方格图上确定位置,appears_in,位置
位置的描述,appears_in,位置
平移与位置变化,appears_in,位置
用数对表示位置的方法,appears_in,位置
根据数对在图上定位点,appears_in,位置
王艳的位置用数对表示是（ ），赵雪的位置用数对表示是（ ）。,appears_in,位置
三角形的顶点先用数对表示，再分别画出向右和向上平移5个单位后的图形，并写出平移后顶点的位置。,appears_in,位置
除数是整数的小数除法,appears_in,小数除法
除数是小数的小数除法,appears_in,小数除法
小数点移动规则,appears_in,小数除法
